Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	ROI: 1.00 px per pixel: Green: Mean	ROI: 1.00 px per pixel: Green: Std.dev.	ROI: 1.00 px per pixel: Green: Min	ROI: 1.00 px per pixel: Green: Max	ROI: 1.00 px per pixel: Green: Median	ROI: 1.00 px per pixel: Red: Mean	ROI: 1.00 px per pixel: Red: Std.dev.	ROI: 1.00 px per pixel: Red: Min	ROI: 1.00 px per pixel: Red: Max	ROI: 1.00 px per pixel: Red: Median
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	2dc0e37f-feae-4f66-ba96-a3bcfefd0d0e	Cell			Annotation	Polygon	651.83	943.17	496	85.2206	0.8582	28.6555	23.1475	0.394	37.7077	18703	13.8053	76	3	73	1.9012	943	1.7559	10	0	10	15.5302	7703	13.4359	85	0	85	786	105.9026	0.8807	36.7509	28.5376	0.497	27.1156	18.3697	76	0	1.723	1.8235	10	0	16.0775	15.1803	85	0	9.0619	8.3865	54	0	1.4192	1.8981	10	0	17.0103	17.7497	85	0	0.6288	0	0	0	96	44	6	1.7379	1.8318	0	10	3.5	16.112	15.0812	0	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	d0144f16-e812-4278-a016-1449dce59a03	Cell			Annotation	Polygon	362.18	950.33	1573	177.2152	0.6294	67.8037	35.0113	0.8774	31.5583	49799	11.1653	85	6	79	1.8866	2977	2.0536	11	0	11	18.5494	29271	12.8624	85	0	85	2145	192.2944	0.729	72.2706	41.9066	0.8394	27.2738	12.9431	85	3	1.881	2.1053	11	0	19.835	14.4902	85	0	15.4747	9.7918	51	3	1.8656	2.2433	10	0	23.3752	17.7754	85	0	0.7345	0	0	0	402	119	33	1.8759	2.0914	0	11	3.5	19.8169	14.3519	0	85	18.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	df2ec097-1e7a-4ec8-a71b-77aa9d287dbb	Cell			Annotation	Polygon	314.56	951.2	581	91.71	0.8681	32.3917	24.4822	0.6271	28.464	16623	18.5302	85	3	82	1.9247	1124	1.9926	10	0	10	30.8271	18003	11.4747	66	7	59	993	114.4142	0.9532	38.3663	33.7645	0.4587	19.7332	17.9869	85	0	1.6861	1.9292	10	0	27.0471	13.0895	66	0	7.3874	5.95	40	0	1.3487	1.7844	7	0	21.7022	13.3788	62	0	0.5843	0	0	0	235	87	20	1.7258	1.956	0	10	3.5	27.0151	13.1577	0	66	29.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	5f6224d8-29ee-47b9-a7ea-0d3399ad72c4	Cell			Annotation	Polygon	176.51	965.13	1314	140.1666	0.8405	50.2857	36.6556	0.6935	20.4287	26925	7.3344	50	3	47	1.1093	1462	1.5618	7	0	7	16.264	21436	15.8246	85	0	85	1936	164.2104	0.9022	59.2222	43.076	0.6916	16.9195	8.5824	50	0	1.0474	1.5678	10	0	15.5271	15.45	85	0	9.4718	5.8509	38	0	0.9163	1.5738	10	0	13.963	14.5119	85	0	0.6783	0	0	0	203	72	9	1.0447	1.5632	0	10	0	15.5286	15.5484	0	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	5bee7d1a-2a36-43fe-951e-9e442d5882e4	Cell			Annotation	Polygon	414.24	963.91	812	113.8968	0.7866	40.1023	27.5897	0.74	24.0947	19854	8.5407	60	6	54	2.2633	1865	2.502	17	0	17	26.4612	21804	16.6865	85	3	82	1302	136.4499	0.8788	49.1917	36.0975	0.644	19.3874	10.5825	60	0	2.1245	2.452	17	0	24.3359	17.0098	85	0	11.2558	8.6669	41	0	1.8847	2.3464	17	0	20.6646	16.9544	85	0	0.6313	0	0	0	303	73	22	2.1664	2.4682	0	17	3.5	24.6258	17.0226	0	85	21.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	64b1780d-f49d-4c9e-8860-156dc8605986	Cell			Annotation	Polygon	706.67	964.48	522	85.6878	0.8934	28.2929	24.077	0.4633	26.4302	14008	20.8363	83	3	80	1.8245	967	1.9554	13	0	13	11.1623	5916	10.003	66	0	66	905	109.0432	0.9564	36.9815	31.9637	0.4588	17.5275	19.159	83	0	1.6696	1.9141	13	0	12.0474	12.3406	85	0	5.045	2.5021	19	0	1.4524	1.8351	7	0	13.2884	14.9444	85	0	0.5853	0	0	0	70	33	6	1.6472	1.9071	0	13	0	11.9551	12.0815	0	85	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	e2b549af-e4f2-458f-bb27-dc5e2b5af94d	Cell			Annotation	Polygon	31.32	970.03	1436	154.3792	0.7572	54.8967	36.88	0.7935	30.5908	44112	14.2904	76	3	73	1.016	1465	1.5353	10	0	10	9.1345	13172	7.0569	73	0	73	2081	176.2797	0.8415	64.022	42.6909	0.7794	23.7888	16.1512	76	0	0.9726	1.5467	11	0	10.3458	8.7037	73	0	8.3909	6.8735	44	0	0.8744	1.5691	11	0	13.0879	11.1276	73	0	0.6942	0	0	0	118	62	6	0.9737	1.5444	0	11	0	10.3053	8.6953	0	73	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	61a9394e-034d-43a7-98e7-54dab739b1f0	Cell			Annotation	Polygon	673.33	966.75	649	95.7793	0.889	32.1328	28.0799	0.4147	38.0966	24839	18.3844	85	3	82	1.1626	758	1.6163	7	0	7	13.2791	8658	18.8242	85	0	85	1027	117.6473	0.9324	39.1936	34.7046	0.3607	26.5214	21.202	85	3	1.0301	1.5531	7	0	11.201	16.9989	85	0	6.5556	3.4516	31	3	0.8016	1.4106	7	0	7.6164	12.5088	76	0	0.6318	0	0	0	99	14	9	1.0443	1.559	0	7	0	11.2037	17.0133	0	85	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	c394678f-52b7-4e1f-a415-c80428ba2566	Cell			Annotation	Polygon	262.61	968	624	92.6392	0.9137	32.2344	26.5201	0.5494	26.8339	16798	13.725	69	3	66	1.6757	1049	1.8405	10	0	10	6.5863	4123	8.3467	73	0	73	1036	116.9422	0.952	38.6876	35.3554	0.3695	18.5734	14.8702	69	0	1.3176	1.764	10	0	8.6902	10.7908	80	0	5.961	2.7942	21	0	0.7707	1.4838	7	0	11.9024	13.08	80	0	0.6009	0	0	0	44	24	3	1.3275	1.7604	0	10	0	8.3568	10.5977	0	80	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	29eeda7a-e503-4a06-a02b-9f437e916cfa	Cell			Annotation	Polygon	829.27	968.79	602	93.4504	0.8663	33.0099	26.6207	0.6237	21.9604	13308	7.0473	53	3	50	1.462	886	1.8275	10	0	10	18.0644	10947	13.7191	85	3	82	969	115.7304	0.9092	40.8989	31.9249	0.5876	17.0885	9.2404	53	0	1.5802	1.9278	10	0	22.4599	19.1991	85	0	9.0219	6.3379	47	0	1.776	2.0711	10	0	29.7377	24.1543	85	0	0.6199	0	0	0	149	46	12	1.5656	1.9207	0	10	0	20.9203	17.2446	0	85	14.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	ca088e19-58e2-4bd5-a8bf-22ae456bea2f	Cell			Annotation	Polygon	111.82	971.52	505	82.5244	0.9318	28.8328	24.3582	0.4782	40.8422	20707	18.7886	85	3	82	1.4694	745	1.795	10	0	10	20.5089	10398	18.487	85	0	85	822	106.6985	0.9073	37.0903	29.8648	0.5491	27.9067	22.4772	85	0	1.3382	1.7587	10	0	22.7091	20.1541	85	0	7.283	7.4488	66	0	1.1289	1.681	7	0	26.217	22.1408	85	0	0.608	0	0	0	198	27	16	1.3642	1.7752	0	10	0	22.7691	20.1197	0	85	18.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	a81faa0c-c320-4a34-bf6f-1e01916ff0a4	Cell			Annotation	Polygon	779.04	977.36	521	84.2353	0.9227	27.3	25.149	0.1232	27.581	14480	17.11	70	3	67	1.3886	729	1.8121	10	0	10	14.8705	7807	16.1129	85	0	85	904	109.3398	0.9502	36.1173	31.4691	0.3847	18.3143	17.0161	70	0	1.1846	1.6961	10	0	16.1055	17.8143	85	0	5.6779	2.9039	22	0	0.9065	1.4813	7	0	17.7896	19.7994	85	0	0.5706	0	0	0	170	17	15	1.2247	1.7508	0	10	0	17.0111	18.926	0	85	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	5057bc4e-c4ea-4e79-aa10-43ba70c8bef0	Cell			Annotation	Polygon	993.02	984.38	866	117.2865	0.7911	43.8179	25.4336	0.8272	25.0712	21837	16.5198	77	3	74	1.8312	1595	1.9618	10	0	10	9.6705	8423	11.6406	61	0	61	1364	139.9732	0.8749	52.5734	33.0322	0.7712	19.0278	16.0243	77	3	1.5741	1.8939	10	0	12.2725	13.7603	85	0	8.4578	7.2874	45	3	1.1245	1.6785	10	0	16.8233	15.8542	85	0	0.635	0	0	0	157	51	12	1.5948	1.8952	0	10	0	12.417	13.5106	0	80	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	bb8effda-24a5-487d-a521-d8dc85f31722	Cell			Annotation	Polygon	363.23	985.1	809	109.1184	0.8538	36.5532	29.9799	0.5417	44.984	36617	20.8154	85	3	82	1.7568	1430	2.198	17	0	17	7.3268	5964	6.8181	47	0	47	1195	131.1722	0.8728	44.4046	34.451	0.6101	34.1911	23.828	85	0	1.5599	2.0846	17	0	6.8282	7.3608	66	0	11.0106	8.3022	41	0	1.1372	1.7464	10	0	5.7573	8.318	66	0	0.6822	0	0	0	34	17	3	1.5434	2.0702	0	17	0	6.5213	7.0085	0	66	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	bb26d840-4dc5-482b-9980-483166363804	Cell			Annotation	Polygon	623.06	998.15	1537	156.1971	0.7917	55.4316	35.7498	0.7447	30.775	47332	8.7507	71	6	65	2.2321	3433	2.1859	18	0	18	9.3817	14429	7.7906	65	0	65	2174	177.7218	0.8649	62.9953	44.6249	0.6555	24.7386	12.6542	71	0	1.8988	2.1364	18	0	9.5844	8.562	81	0	10.1181	7.7748	47	0	1.0913	1.7693	11	0	10.0756	10.1817	81	0	0.7086	0	0	0	100	34	10	1.9167	2.1394	0	18	3.5	9.6347	8.5867	0	81	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	b4248d70-f6aa-412d-bb6f-81579aa85771	Cell			Annotation	Polygon	153.37	994.6	676	105.2089	0.7675	39.4844	24.7727	0.7719	22.0676	15006	6.6535	47	9	38	1.6456	1119	1.7851	13	0	13	22.0809	15015	11.4539	70	3	67	1061	126.2569	0.8364	48.7369	31.7941	0.7593	20.5927	7.3211	60	3	1.7041	1.8283	13	0	23.0599	10.9577	70	3	18.0077	7.7191	60	3	1.8067	1.8996	7	0	24.7758	9.81	69	3	0.6381	0	0	0	263	92	21	1.6967	1.8329	0	13	3.5	22.9896	11.0241	3	70	21.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	f594f90f-24c8-4294-a7f2-7dd076b5acab	Cell			Annotation	Polygon	800.87	998.27	524	85.9158	0.8921	29.7914	24.9845	0.4114	36.135	19007	22.2694	85	3	82	2.2852	1202	2.1502	10	0	10	16.3004	8574	21.8212	85	0	85	898	111.8122	0.9026	38.9995	31.5136	0.4545	23.6689	22.6524	85	0	2.2133	2.1756	10	0	22.3833	23.0951	85	0	6.1364	3.3708	22	0	2.1123	2.2097	10	0	30.9385	22.1311	85	0	0.5844	0	0	0	172	33	15	2.1844	2.1682	0	10	3.5	21.3688	22.0885	0	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	13cac977-19ad-42e4-a9c2-a12338a06cda	Cell			Annotation	Polygon	829.26	992.84	217	61.6082	0.7184	20.3716	16.6696	0.4067	22.1818	4880	7.0707	57	9	48	1.5455	340	1.7757	7	0	7	15.1545	3334	10.0362	81	3	78	358	75.9125	0.7807	25.3999	20.9948	0.3189	21.0305	6.8934	57	6	1.5762	1.7624	7	0	15.9224	11.1669	85	3	19.234	6.2171	47	6	1.6241	1.7466	7	0	17.1206	12.6776	85	3	0.6202	0	0	0	38	11	3	1.5173	1.7282	0	7	0	15.4306	10.7887	3	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	e6f2bb93-7040-43b7-974b-f51deb12d71d	Cell			Annotation	Polygon	855.62	1001.4	784	104.9026	0.8953	35.8882	28.9399	0.5542	28.4367	22465	15.5661	74	3	71	0.7987	631	1.3793	7	0	7	5.4873	4335	4.8409	29	0	29	1204	128.0373	0.9229	42.2944	37.9996	0.2512	20.8792	16.4803	74	0	0.7552	1.3634	7	0	5	4.7459	36	0	6.6301	4.0101	31	0	0.673	1.3307	7	0	4.0811	4.423	36	0	0.6496	0	0	0	8	8	0	0.7473	1.3423	0	7	0	4.8866	4.7288	0	36	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	7307a674-e213-4641-bcf7-c866798bef1d	Cell			Annotation	Polygon	116.54	994.89	372	76.7903	0.7928	26.6237	20.7408	0.6571	41.6293	15611	15.6917	80	3	77	1.424	534	1.8366	10	0	10	7.36	2760	7.8876	50	0	50	552	95.3443	0.7631	34.9478	24.2532	0.7155	31.5315	20.1142	80	3	1.4252	1.8054	10	0	10.1441	10.4716	50	0	10.4944	8.8913	51	3	1.4278	1.7434	7	0	15.9444	12.622	47	0	0.6754	0	0	0	39	18	3	1.4341	1.814	0	10	0	10.102	10.4964	0	50	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	aeca0059-3c76-4884-8998-76a8b35ca1c0	Cell			Annotation	Polygon	281.8	1001.8	1069	123.0105	0.8878	41.9966	32.9338	0.622	25.3023	27200	9.2737	66	3	63	1.3553	1457	1.773	10	0	10	15.293	16440	9.3568	66	0	66	1609	147.9378	0.9239	50.5036	39.854	0.6245	19.1974	11.8522	66	0	1.2824	1.7457	10	0	17.2222	12.4892	76	0	6.9534	5.0009	34	0	1.1362	1.6817	10	0	21.0914	16.467	76	0	0.6677	0	0	0	210	75	17	1.2978	1.7515	0	10	0	17.3842	12.5082	0	76	14.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	590f1382-cb78-49a3-99d8-df734f21fc0c	Cell			Annotation	Polygon	1016.4	997.91	267	60.4724	0.9175	21.3627	15	0.6042	40.0225	10686	11.6654	73	3	70	2.4045	642	2.3042	11	0	11	15.985	4268	11.377	58	0	58	403	80.7102	0.7774	30.0821	16.9154	0.8256	30.2153	17.3275	73	3	2.2228	2.2322	11	0	15.6485	11.1054	58	0	11.1022	8.1676	50	3	1.8686	2.0466	10	0	14.9927	10.566	44	0	0.6464	0	0	0	47	20	5	2.2466	2.2344	0	11	3.5	14.9517	10.9779	0	58	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	2491e1d5-206e-4c3b-ae61-464bccfe20f0	Cell			Annotation	Polygon	95.37	1009	578	95.8333	0.7909	32.5399	25.2444	0.546	42.9983	25154	20.1074	85	3	82	1.3863	811	1.8304	11	0	11	4.5709	2674	5.2768	47	0	47	909	115.0334	0.8632	37.801	34.2274	0.1798	31.4422	23.2879	85	0	1.2882	1.794	13	0	4.8999	6.3723	62	0	10.5772	10.7229	54	0	1.1111	1.715	13	0	5.4938	7.9532	62	0	0.6446	0	0	0	16	9	1	1.3164	1.8048	0	13	0	4.7638	5.9072	0	47	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	c1ce7569-f966-44c2-af93-75b1d2d3ad82	Cell			Annotation	Polygon	905.37	1009.9	991	135.748	0.6758	50.6554	30	0.7301	18.4428	18369	6.8144	45	3	42	1.24	1235	1.7077	7	0	7	19.4106	19333	20.4168	85	0	85	1421	157.2306	0.7223	59.811	34	0.7603	15.601	7.8949	45	3	1.2259	1.7018	10	0	18.7016	20.4463	85	0	8.9412	6.0289	40	3	1.1929	1.6894	10	0	17.04	20.4431	85	0	0.7003	0	0	0	216	26	19	1.2378	1.7048	0	10	0	19.0182	20.5336	0	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	d0dde2ab-3a08-482e-a0c5-4eb49b0b040d	Cell			Annotation	Polygon	404.69	1009.9	723	103.1809	0.8534	34.8948	28.73	0.5326	27.1405	19704	8.2562	51	6	45	1.8567	1348	2.0107	13	0	13	5.8072	4216	4.0218	40	0	40	1097	126.0788	0.8672	43.1705	33	0.6161	22.7473	10.8295	63	3	1.6745	1.9408	13	0	6.0655	4.7831	40	0	14.2193	10.1273	63	3	1.3209	1.7463	7	0	6.5668	5.9655	36	0	0.6592	0	0	0	5	5	0	1.6758	1.9406	0	13	0	6.1053	4.7952	0	40	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 5_max_merged.tif	21214e4e-5f20-42b5-b0a5-7d9e2094cbe5	Cell			Annotation	Polygon	145.03	1018.2	232	63.7916	0.7164	25.4302	12	0.8863	27.9874	6689	13.765	72	3	69	1.1506	275	1.5402	7	0	7	16.6025	3968	12.3055	54	0	54	368	82.0379	0.6871	33.7998	14.9016	0.9123	21.3639	14.5971	72	3	1.1294	1.5066	7	0	17.7116	12.6337	66	0	9.3712	5.7111	28	3	1.0909	1.4486	3	0	19.7197	13.0151	66	0	0.6406	0	0	0	54	27	4	1.1605	1.5821	0	10	0	17.937	13.1545	0	66	18.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	efbeca34-adf1-4f15-bef6-84ad67845bd5	Cell			Annotation	Polygon	958.12	15.3	811	109.2503	0.8539	38.7916	29.6419	0.5487	24.5129	19929	7.7898	60	6	54	1.3961	1135	1.7021	7	0	7	18.5818	15107	14.1782	85	0	85	1219	132.1034	0.8778	46.7042	34	0.5916	18.7139	10.7772	60	0	1.377	1.6902	7	0	20.1656	14.9867	85	0	7.1302	5.051	47	0	1.3391	1.6677	7	0	23.3292	16.0392	85	0	0.6652	0	0	0	216	59	18	1.3614	1.6886	0	7	0	20.3516	14.9558	0	85	18.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	150df9b0-3e8f-44c1-b3df-67cdfb5dc31b	Cell			Annotation	Polygon	46.81	13.78	502	85.2318	0.8684	31.12	21.2724	0.6657	33.3497	16975	15.7576	79	3	76	1.1022	561	1.6099	7	0	7	10.7505	5472	7.9223	43	0	43	813	106.6876	0.8976	39.1463	28.6667	0.5906	24.1299	17.5651	79	0	1.0404	1.599	7	0	10.7083	8.4849	50	0	8.8436	5.8053	37	0	0.9381	1.5779	7	0	10.6384	9.3566	50	0	0.6215	0	0	0	43	32	2	1.0646	1.6112	0	7	0	10.6109	8.3237	0	47	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	c756b12c-00af-45a7-a0ac-232f78ff3cbd	Cell			Annotation	Polygon	231.92	20.91	1376	169.5553	0.6015	59.2447	41.3438	0.7855	37.1555	51386	17.6321	85	3	82	1.6587	2294	1.8416	10	0	10	14.2242	19672	20.0003	85	0	85	2130	193.5098	0.7148	68.3312	50.3702	0.6964	27.9183	19.7628	85	0	1.5584	1.8254	10	0	12.8968	18.4803	85	0	10.8396	9.4051	57	0	1.373	1.7816	7	0	10.4425	14.9823	85	0	0.6485	0	0	0	234	25	22	1.5627	1.8301	0	10	0	12.9293	18.5157	0	85	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	40321b96-6eed-49f8-8b30-a9b27d4e0a25	Cell			Annotation	Polygon	910.89	12.9	454	78.5062	0.9257	27.2424	22.3997	0.5247	17.8891	8229	10.6187	50	3	47	0.9804	451	1.5529	7	0	7	6.5087	2994	5.4471	43	0	43	812	104.9174	0.927	36.0694	28	0.5523	12.5308	10.2269	50	0	1.0246	1.5897	10	0	6.2759	5.3118	43	0	5.5284	2.7215	18	0	1.0824	1.637	10	0	5.9716	5.1212	37	0	0.5584	0	0	0	7	7	0	1.0262	1.6029	0	10	0	6.3375	5.3447	0	43	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	db2315d2-d861-4900-aac5-655c9f3f8ee3	Cell			Annotation	Polygon	12.1	15.59	456	80.2439	0.8899	27.4366	21.0956	0.6382	48.7046	22258	17.2024	85	6	79	1.5536	710	1.8655	10	0	10	16.93	7737	15.7244	85	0	85	756	103.6795	0.8838	35.3506	27	0.5954	33.9683	23.5185	85	0	1.7556	2.2086	17	0	16.1361	14.3266	85	0	11.52	10.4732	60	0	2.0633	2.6209	17	0	14.9267	11.8087	83	0	0.6015	0	0	0	95	38	6	1.7599	2.2189	0	17	0	16.0782	14.1497	0	85	11.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	dfc9edb9-6d01-49e6-99c6-6df842045466	Cell			Annotation	Polygon	329.98	20.63	793	104.1244	0.9191	36.7288	29.1468	0.5966	32.4048	25697	18.4863	79	3	76	1.7251	1368	2.0462	13	0	13	16.0921	12761	24.5107	85	0	85	1289	130.2608	0.9546	44.3284	37.8236	0.5129	21.7043	19.8348	79	0	1.5178	1.9673	13	0	16.4752	23.2128	85	0	4.6994	2.0773	12	0	1.1884	1.7881	10	0	17.0842	20.9951	85	0	0.612	0	0	0	204	18	7	1.5299	1.9743	0	13	0	16.0142	23.0564	0	85	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	68cf26ba-1bca-4fd8-8102-0aafcf42fc53	Cell			Annotation	Polygon	285.52	24.39	536	87.336	0.8831	30.7159	25.2979	0.5135	31.8883	17124	22.4135	85	3	82	1.6778	901	1.8362	7	0	7	7.7858	4181	9.9159	62	0	62	918	113.0524	0.9026	37.9753	33.9951	0.223	20.7691	21.6878	85	0	1.3922	1.7768	7	0	8.6743	10.4186	62	0	5.0971	2.3404	18	0	0.9895	1.6075	7	0	9.9265	10.9801	61	0	0.582	0	0	0	54	30	3	1.3704	1.758	0	7	0	8.5359	10.4579	0	62	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	2f8951d1-eec5-4a72-8590-b69c05ec41b8	Cell			Annotation	Polygon	861.09	32.08	525	85.9656	0.8927	31.5927	23.0347	0.6607	29.4348	15571	14.436	70	3	67	1.6068	850	1.8465	7	0	7	5.9509	3148	6.0872	36	0	36	912	109.2768	0.9597	37.7662	31.8819	0.4904	19.9935	15.928	70	0	1.393	1.786	7	0	9.1517	10.7854	69	0	7.0879	5.2138	31	0	1.1008	1.658	7	0	13.5271	13.8501	69	0	0.5762	0	0	0	31	26	1	1.3855	1.7917	0	7	0	8.2693	9.3204	0	55	3.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	510e949a-e933-42f1-bf19-11f002b182ce	Cell			Annotation	Polygon	140.96	36.8	862	112.5201	0.8556	38.4666	30.9067	0.55	31.5023	27092	19.1596	83	3	80	2.2419	1928	2.2331	13	0	13	8.0895	6957	6.101	44	0	44	1348	133.6144	0.9488	44.4073	39.5805	0.3831	23.966	18.7665	83	3	2.2754	2.2495	13	0	9.6714	7.7369	69	0	10.7658	7.2444	41	3	2.334	2.2791	13	0	12.442	9.3585	69	0	0.638	0	0	0	46	34	2	2.3116	2.2778	0	13	3.5	9.7147	7.9352	0	69	7.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	610e0c87-3a3e-4075-bc5f-409eff9159dd	Cell			Annotation	Polygon	46.13	48.17	1332	149.8605	0.7453	57.1409	32.6208	0.8342	25.0479	33464	9.3669	64	3	61	1.5584	2082	1.867	17	0	17	21.5756	28825	12.9913	85	0	85	1974	172.1133	0.8374	65.8951	37.819	0.8232	20.5578	11.1131	64	0	1.5472	1.9026	21	0	22.1227	13.3647	85	0	11.1258	8.2072	54	0	1.5236	1.9765	21	0	23.272	14.0583	85	0	0.6801	0	0	0	394	144	31	1.5525	1.8622	0	17	0	22.5407	13.539	0	85	21.5
240610 DB3 iPSC Neurons _1E3 H33258b AAV1-mRuby3g MAP2-A647r X40 6_max_merged.tif	c1eb4459-16d2-4afd-9bf9-8dfd39a4995d	Cell			Annotation	Polygon	193.41	45.72	673	109.6933	0.7029	41.8776	22.9192	0.8773	26.7297	18096	13.8048	70	3	67	1.9941	1350	2.4434	20	0	20	7.582	5133	7.037	50	0	50	1143	132.661	0.8161	48.9828	32.146	0.7783	19.6457	14.3557	70	3	1.7008	2.3066	20	0	6.6404	6.4222	50	0	9.3541	7.0623	50	3	1.2747	2.0197	11	0	5.2725	5.1126	25	0	0.5944	0	0	0	22	16	1	1.6588	2.2595	0	20	0	6.5981	6.4537	0	50	3.5
